#  Data for: empty_60SDS_Na_DESAmber_TIP4P_293K_10fsSF 
#  Bond: alpha 
#  Relaxation experiment: T1 
#  Magnetic field [T], Average T1 SRT [s], Error SRT [s]
2.350000000000000089e+00 1.972163817875911482e-02 3.696780204008856888e-03
2.475306122448979629e+00 1.991140380567158266e-02 3.629246075496244707e-03
2.600612244897959169e+00 2.010664471171307033e-02 3.560277885296979535e-03
2.725918367346938709e+00 2.030692715366434406e-02 3.490069774845238476e-03
2.851224489795918693e+00 2.051183241154691875e-02 3.418807533327784982e-03
2.976530612244897789e+00 2.072095770952951319e-02 3.346668388781298079e-03
3.101836734693877773e+00 2.093391683898937136e-02 3.273820947249326922e-03
3.227142857142857313e+00 2.115034052405841136e-02 3.200425255039457666e-03
3.352448979591836853e+00 2.136987656846698821e-02 3.126632961016200928e-03
3.477755102040816393e+00 2.159218982002401518e-02 3.052587558198218386e-03
3.603061224489795933e+00 2.181696198597133859e-02 2.978424686488418544e-03
3.728367346938775917e+00 2.204389132899946604e-02 2.904272480983364959e-03
3.853673469387755013e+00 2.227269227013235417e-02 2.830251952856193028e-03
3.978979591836734997e+00 2.250309492115242296e-02 2.756477392194052207e-03
4.104285714285714093e+00 2.273484456586460922e-02 2.683056784337994362e-03
4.229591836734694077e+00 2.296770110637348303e-02 2.610092233186353528e-03
4.354897959183674061e+00 2.320143848771898110e-02 2.537680386568758398e-03
4.480204081632653157e+00 2.343584411170720680e-02 2.465912860176741259e-03
4.605510204081632253e+00 2.367071824858589524e-02 2.394876657658719793e-03
4.730816326530612237e+00 2.390587345333901673e-02 2.324654585365932159e-03
4.856122448979592221e+00 2.414113399179043662e-02 2.255325660888855225e-03
4.981428571428571317e+00 2.437633528038694528e-02 2.186965514965354129e-03
5.106734693877551301e+00 2.461132334244691203e-02 2.119646786585644913e-03
5.232040816326531285e+00 2.484595428278274509e-02 2.053439511171775266e-03
5.357346938775510381e+00 2.508009378190429947e-02 1.988411501573681284e-03
5.482653061224489477e+00 2.531361661045938849e-02 1.924628721294522867e-03
5.607959183673469461e+00 2.554640616414168355e-02 1.862155648823970349e-03
5.733265306122449445e+00 2.577835401897390910e-02 1.801055631201107197e-03
5.858571428571428541e+00 2.600935950663591997e-02 1.741391223924743884e-03
5.983877551020408525e+00 2.623932930933637817e-02 1.683224513050519911e-03
6.109183673469388509e+00 2.646817707360966596e-02 1.626617413733806887e-03
6.234489795918367605e+00 2.669582304234441317e-02 1.571631937572041471e-03
6.359795918367346701e+00 2.692219370430672110e-02 1.518330418862358019e-03
6.485102040816327573e+00 2.714722146040280878e-02 1.466775687337888451e-03
6.610408163265306669e+00 2.737084430592485670e-02 1.417031172141226423e-03
6.735714285714285765e+00 2.759300552803611514e-02 1.369160918863458754e-03
6.861020408163264861e+00 2.781365341777260539e-02 1.323229498641095847e-03
6.986326530612245733e+00 2.803274099586578263e-02 1.279301785899253276e-03
7.111632653061224829e+00 2.825022575172116135e-02 1.237442579840636065e-03
7.236938775510203925e+00 2.846606939492047836e-02 1.197716044844259094e-03
7.362244897959183021e+00 2.868023761864758533e-02 1.160184947336047366e-03
7.487551020408163893e+00 2.889269987447098606e-02 1.124909672289387246e-03
7.612857142857142989e+00 2.910342915794719362e-02 1.091947012134496329e-03
7.738163265306122085e+00 2.931240180453903790e-02 1.061348735096245095e-03
7.863469387755102957e+00 2.951959729537133315e-02 1.033159958936379162e-03
7.988775510204082053e+00 2.972499807237251671e-02 1.007417379039899545e-03
8.114081632653061149e+00 2.992858936237568004e-02 9.841474249782621031e-04
8.239387755102040245e+00 3.013035900977478754e-02 9.633644441385202060e-04
8.364693877551021117e+00 3.033029731735321574e-02 9.450690307440390292e-04
8.490000000000000213e+00 3.052839689492081385e-02 9.292466291515665651e-04
