#  Data for: empty_60SDS_micelle_CHARMM36_TIP3P_10fsSF 
#  Bond: omega 
#  Relaxation experiment: T1 
#  Magnetic field [T], Average T1 SRT [s], Error SRT [s]
2.350000000000000089e+00 4.364530787896137021e-01 8.902018137693814073e-03
2.475306122448979629e+00 4.367782821536290716e-01 8.660463484678741775e-03
2.600612244897959169e+00 4.370993380457101618e-01 8.423413969627847886e-03
2.725918367346938709e+00 4.374154544003455158e-01 8.191503318278791496e-03
2.851224489795918693e+00 4.377260082173331512e-01 7.965227546690220942e-03
2.976530612244897789e+00 4.380305255248600482e-01 7.744961342549803486e-03
3.101836734693877773e+00 4.383286620465504657e-01 7.530973862935323726e-03
3.227142857142857313e+00 4.386201850172857242e-01 7.323443586558012891e-03
3.352448979591836853e+00 4.389049564268062142e-01 7.122471993868735585e-03
3.477755102040816393e+00 4.391829178390303512e-01 6.928095955380746303e-03
3.603061224489795933e+00 4.394540768355049143e-01 6.740298789742247762e-03
3.728367346938775917e+00 4.397184950591050967e-01 6.559020012023252660e-03
3.853673469387755013e+00 4.399762777843435058e-01 6.384163833204226958e-03
3.978979591836734997e+00 4.402275649088553955e-01 6.215606497697068709e-03
4.104285714285714093e+00 4.404725232426871528e-01 6.053202560269535341e-03
4.229591836734694077e+00 4.407113399643652341e-01 5.896790209878248305e-03
4.354897959183674061e+00 4.409442171124561827e-01 5.746195748040192237e-03
4.480204081632653157e+00 4.411713669860631293e-01 5.601237325406625486e-03
4.605510204081632253e+00 4.413930083356757961e-01 5.461728033624062631e-03
4.730816326530612237e+00 4.416093632355793663e-01 5.327478441493011495e-03
4.856122448979592221e+00 4.418206545396877183e-01 5.198298655680507786e-03
4.981428571428571317e+00 4.420271038334547264e-01 5.073999977376227738e-03
5.106734693877551301e+00 4.422289298049931205e-01 4.954396217690191194e-03
5.232040816326531285e+00 4.424263469683755723e-01 4.839304726517334142e-03
5.357346938775510381e+00 4.426195646811441620e-01 4.728547182177094202e-03
5.482653061224489477e+00 4.428087864062282275e-01 4.621950182443961518e-03
5.607959183673469461e+00 4.429942091757526623e-01 4.519345671622552844e-03
5.733265306122449445e+00 4.431760232206308214e-01 4.420571233079386396e-03
5.858571428571428541e+00 4.433544117354302760e-01 4.325470272067430746e-03
5.983877551020408525e+00 4.435295507528447811e-01 4.233892109721705196e-03
6.109183673469388509e+00 4.437016091062710998e-01 4.145692005705718317e-03
6.234489795918367605e+00 4.438707484625494248e-01 4.060731124080378500e-03
6.359795918367346701e+00 4.440371234099581010e-01 3.978876454496551619e-03
6.485102040816327573e+00 4.442008815891224649e-01 3.900000698722950413e-03
6.610408163265306669e+00 4.443621638566550569e-01 3.823982130755595229e-03
6.735714285714285765e+00 4.445211044731786632e-01 3.750704437277292171e-03
6.861020408163264861e+00 4.446778313088954881e-01 3.680056543992248075e-03
6.986326530612245733e+00 4.448324660611519543e-01 3.611932432330378952e-03
7.111632653061224829e+00 4.449851244795039462e-01 3.546230950151392069e-03
7.236938775510203925e+00 4.451359165946713881e-01 3.482855619366161636e-03
7.362244897959183021e+00 4.452849469485054001e-01 3.421714442802324934e-03
7.487551020408163893e+00 4.454323148226879137e-01 3.362719712151454685e-03
7.612857142857142989e+00 4.455781144643897185e-01 3.305787818436618959e-03
7.738163265306122085e+00 4.457224353075137646e-01 3.250839066108525063e-03
7.863469387755102957e+00 4.458653621884907103e-01 3.197797491610440777e-03
7.988775510204082053e+00 4.460069755558638271e-01 3.146590687033338531e-03
8.114081632653061149e+00 4.461473516731202515e-01 3.097149629306132808e-03
8.239387755102040245e+00 4.462865628144109809e-01 3.049408515220756229e-03
8.364693877551021117e+00 4.464246774529371797e-01 3.003304602480104477e-03
8.490000000000000213e+00 4.465617604419045983e-01 2.958778056862702063e-03
