#  Data for: empty_60SDS_Na_DESAmber_TIP4P_307K_10fsSF 
#  Bond: gamma 
#  Relaxation experiment: T1 
#  Magnetic field [T], Average T1 SRT [s], Error SRT [s]
2.350000000000000089e+00 1.574710690840407101e-02 7.007511913442217169e-04
2.475306122448979629e+00 1.584050690342795817e-02 6.908914451991831924e-04
2.600612244897959169e+00 1.593828822571437265e-02 6.806883893811019456e-04
2.725918367346938709e+00 1.604038627511016057e-02 6.701650736779689093e-04
2.851224489795918693e+00 1.614673475378418724e-02 6.593451510733402358e-04
2.976530612244897789e+00 1.625726583183225230e-02 6.482528313389072060e-04
3.101836734693877773e+00 1.637191031114412776e-02 6.369128383150833702e-04
3.227142857142857313e+00 1.649059778680975544e-02 6.253503713016269174e-04
3.352448979591836853e+00 1.661325680539925756e-02 6.135910709272788350e-04
3.477755102040816393e+00 1.673981501951132475e-02 6.016609898049939988e-04
3.603061224489795933e+00 1.687019933804607963e-02 5.895865682055974983e-04
3.728367346938775917e+00 1.700433607172067638e-02 5.773946148950521474e-04
3.853673469387755013e+00 1.714215107340816280e-02 5.651122931754893036e-04
3.978979591836734997e+00 1.728356987294160305e-02 5.527671120436872775e-04
4.104285714285714093e+00 1.742851780608534185e-02 5.403869222276083120e-04
4.229591836734694077e+00 1.757692013743378592e-02 5.279999166758889747e-04
4.354897959183674061e+00 1.772870217705347154e-02 5.156346348499195450e-04
4.480204081632653157e+00 1.788378939073749160e-02 5.033199698958215444e-04
4.605510204081632253e+00 1.804210750379092038e-02 4.910851774460242829e-04
4.730816326530612237e+00 1.820358259831257250e-02 4.789598844100104429e-04
4.856122448979592221e+00 1.836814120398115938e-02 4.669740956545560449e-04
4.981428571428571317e+00 1.853571038239329796e-02 4.551581959425819246e-04
5.106734693877551301e+00 1.870621780503622933e-02 4.435429438984722444e-04
5.232040816326531285e+00 1.887959182500982200e-02 4.321594541072870861e-04
5.357346938775510381e+00 1.905576154264071106e-02 4.210391627587356934e-04
5.482653061224489477e+00 1.923465686515544310e-02 4.102137715547534477e-04
5.607959183673469461e+00 1.941620856060087552e-02 3.997151639752369572e-04
5.733265306122449445e+00 1.960034830621717669e-02 3.895752875308593883e-04
5.858571428571428541e+00 1.978700873148347625e-02 3.798259954465969270e-04
5.983877551020408525e+00 1.997612345606745651e-02 3.704988414669289345e-04
6.109183673469388509e+00 2.016762712291852652e-02 3.616248223289696270e-04
6.234489795918367605e+00 2.036145542675062148e-02 3.532340640951401787e-04
6.359795918367346701e+00 2.055754513816379983e-02 3.453554511314662658e-04
6.485102040816327573e+00 2.075583412365566982e-02 3.380162001547523209e-04
6.610408163265306669e+00 2.095626136177283771e-02 3.312413864261392108e-04
6.735714285714285765e+00 2.115876695565073809e-02 3.250534346383127061e-04
6.861020408163264861e+00 2.136329214218618891e-02 3.194715929090668322e-04
6.986326530612245733e+00 2.156977929808219160e-02 3.145114139038961945e-04
7.111632653061224829e+00 2.177817194299834155e-02 3.101842716285268240e-04
7.236938775510203925e+00 2.198841474003311938e-02 3.064969449455009847e-04
7.362244897959183021e+00 2.220045349375643004e-02 3.034512985631589426e-04
7.487551020408163893e+00 2.241423514600248204e-02 3.010440886102971458e-04
7.612857142857142989e+00 2.262970776962385314e-02 2.992669129250393476e-04
7.738163265306122085e+00 2.284682056039865142e-02 2.981063164195594129e-04
7.863469387755102957e+00 2.306552382727281025e-02 2.975440504513246053e-04
7.988775510204082053e+00 2.328576898111012553e-02 2.975574735198443718e-04
8.114081632653061149e+00 2.350750852211286671e-02 2.981200703706011362e-04
8.239387755102040245e+00 2.373069602606601644e-02 2.992020590307888691e-04
8.364693877551021117e+00 2.395528612954886394e-02 3.007710512274598528e-04
8.490000000000000213e+00 2.418123451424810180e-02 3.027927312278492914e-04
