#  Data for: empty_60SDS_micelle_CHARMM36_TIP3P_10fsSF_307K 
#  Bond: gamma 
#  Relaxation experiment: T1 
#  Magnetic field [T], Average T1 SRT [s], Error SRT [s]
2.350000000000000089e+00 6.409406776321495414e-02 3.316492110770941342e-03
2.475306122448979629e+00 6.424107186678214287e-02 3.257863592758441888e-03
2.600612244897959169e+00 6.439320315759949898e-02 3.198076890983014581e-03
2.725918367346938709e+00 6.455018492143003994e-02 3.137334334675936139e-03
2.851224489795918693e+00 6.471174601278562033e-02 3.075832705129430238e-03
2.976530612244897789e+00 6.487762198731004959e-02 3.013762323682490658e-03
3.101836734693877773e+00 6.504755607101518622e-02 2.951306271206043629e-03
3.227142857142857313e+00 6.522129997035304438e-02 2.888639735629928203e-03
3.352448979591836853e+00 6.539861452940023967e-02 2.825929482201168345e-03
3.477755102040816393e+00 6.557927024228904500e-02 2.763333439671129127e-03
3.603061224489795933e+00 6.576304763045480450e-02 2.701000394468364065e-03
3.728367346938775917e+00 6.594973749530529117e-02 2.639069784105899531e-03
3.853673469387755013e+00 6.613914105758890438e-02 2.577671580568574247e-03
3.978979591836734997e+00 6.633106999508296686e-02 2.516926254197532440e-03
4.104285714285714093e+00 6.652534639028413743e-02 2.456944808600294763e-03
4.229591836734694077e+00 6.672180259960315551e-02 2.397828877330179277e-03
4.354897959183674061e+00 6.692028105519001735e-02 2.339670873463082102e-03
4.480204081632653157e+00 6.712063400998352636e-02 2.282554183718613246e-03
4.605510204081632253e+00 6.732272323593023466e-02 2.226553399393981034e-03
4.730816326530612237e+00 6.752641968458572563e-02 2.171734577073217588e-03
4.856122448979592221e+00 6.773160311852786941e-02 2.118155522814929408e-03
4.981428571428571317e+00 6.793816172120212271e-02 2.065866094284584883e-03
5.106734693877551301e+00 6.814599169200565021e-02 2.014908516061208674e-03
5.232040816326531285e+00 6.835499683261896109e-02 1.965317704095763743e-03
5.357346938775510381e+00 6.856508812982227419e-02 1.917121596012631322e-03
5.482653061224489477e+00 6.877618333930449190e-02 1.870341484614133952e-03
5.607959183673469461e+00 6.898820657428617054e-02 1.824992352559105932e-03
5.733265306122449445e+00 6.920108790214836436e-02 1.781083206730815337e-03
5.858571428571428541e+00 6.941476295167973987e-02 1.738617411280795038e-03
5.983877551020408525e+00 6.962917253303434195e-02 1.697593018726788411e-03
6.109183673469388509e+00 6.984426227202604476e-02 1.658003098792986069e-03
6.234489795918367605e+00 7.005998225997385476e-02 1.619836064907227095e-03
6.359795918367346701e+00 7.027628671995177212e-02 1.583075998414543509e-03
6.485102040816327573e+00 7.049313368998456897e-02 1.547702970631855248e-03
6.610408163265306669e+00 7.071048472346375124e-02 1.513693362862059610e-03
6.735714285714285765e+00 7.092830460683229032e-02 1.481020184413727120e-03
6.861020408163264861e+00 7.114656109439693177e-02 1.449653388546489003e-03
6.986326530612245733e+00 7.136522465997352516e-02 1.419560186093719910e-03
7.111632653061224829e+00 7.158426826494357353e-02 1.390705356316835738e-03
7.236938775510203925e+00 7.180366714220381974e-02 1.363051554333845426e-03
7.362244897959183021e+00 7.202339859541258271e-02 1.336559614253331977e-03
7.487551020408163893e+00 7.224344181288262778e-02 1.311188846947907664e-03
7.612857142857142989e+00 7.246377769543081715e-02 1.286897331231243559e-03
7.738163265306122085e+00 7.268438869747111120e-02 1.263642197070123825e-03
7.863469387755102957e+00 7.290525868062551484e-02 1.241379899377646062e-03
7.988775510204082053e+00 7.312637277912616141e-02 1.220066480898688178e-03
8.114081632653061149e+00 7.334771727628856819e-02 1.199657822719111177e-03
8.239387755102040245e+00 7.356927949134897671e-02 1.180109881002708869e-03
8.364693877551021117e+00 7.379104767597850778e-02 1.161378908682577770e-03
8.490000000000000213e+00 7.401301091980910796e-02 1.143421660999886704e-03
