#  Data for: empty_60SDS_micelle_CHARMM36_TIP3P_10fsSF 
#  Bond: alpha 
#  Relaxation experiment: T2 
#  Magnetic field [T], Average T2 SRT [s], Error SRT [s]
2.350000000000000089e+00 3.423951943866490599e-02 2.384418170127027611e-03
2.475306122448979629e+00 3.429260117514815187e-02 2.373694867140009514e-03
2.600612244897959169e+00 3.434798350693116231e-02 2.362589549890443518e-03
2.725918367346938709e+00 3.440560908278569169e-02 2.351123101632121223e-03
2.851224489795918693e+00 3.446542012354438661e-02 2.339316324272519131e-03
2.976530612244897789e+00 3.452735862070236555e-02 2.327189855156584341e-03
3.101836734693877773e+00 3.459136652132369788e-02 2.314764091406031586e-03
3.227142857142857313e+00 3.465738589874023390e-02 2.302059121933563469e-03
3.352448979591836853e+00 3.472535910876731191e-02 2.289094667128479827e-03
3.477755102040816393e+00 3.479522893137498157e-02 2.275890026101790465e-03
3.603061224489795933e+00 3.486693869794554174e-02 2.262464031285369749e-03
3.728367346938775917e+00 3.494043240441397496e-02 2.248835010101202670e-03
3.853673469387755013e+00 3.501565481073056624e-02 2.235020753353529187e-03
3.978979591836734997e+00 3.509255152720163612e-02 2.221038489947134344e-03
4.104285714285714093e+00 3.517106908835831297e-02 2.206904867499344045e-03
4.229591836734694077e+00 3.525115501507490590e-02 2.192635938389217529e-03
4.354897959183674061e+00 3.533275786570923976e-02 2.178247150774754570e-03
4.480204081632653157e+00 3.541582727707025258e-02 2.163753344105295070e-03
4.605510204081632253e+00 3.550031399603404553e-02 2.149168748661136469e-03
4.730816326530612237e+00 3.558616990263142182e-02 2.134506988663855201e-03
4.856122448979592221e+00 3.567334802541975020e-02 2.119781088517890336e-03
4.981428571428571317e+00 3.576180254993124169e-02 2.105003481765098557e-03
5.106734693877551301e+00 3.585148882096089729e-02 2.090186022358671292e-03
5.232040816326531285e+00 3.594236333942244649e-02 2.075339997889376429e-03
5.357346938775510381e+00 3.603438375445994907e-02 2.060476144425223838e-03
5.482653061224489477e+00 3.612750885145979418e-02 2.045604662654289425e-03
5.607959183673469461e+00 3.622169853656146549e-02 2.030735235049211090e-03
5.733265306122449445e+00 3.631691381821951919e-02 2.015877043799977220e-03
5.858571428571428541e+00 3.641311678632160737e-02 2.001038789288936848e-03
5.983877551020408525e+00 3.651027058932174857e-02 1.986228708908096760e-03
6.109183673469388509e+00 3.660833940980254969e-02 1.971454596043333268e-03
6.234489795918367605e+00 3.670728843883732523e-02 1.956723819073189104e-03
6.359795918367346701e+00 3.680708384948151030e-02 1.942043340251339758e-03
6.485102040816327573e+00 3.690769276968425272e-02 1.927419734361335291e-03
6.610408163265306669e+00 3.700908325487448775e-02 1.912859207050114944e-03
6.735714285714285765e+00 3.711122426044267258e-02 1.898367612762986816e-03
6.861020408163264861e+00 3.721408561430770284e-02 1.883950472217197757e-03
6.986326530612245733e+00 3.731763798973092988e-02 1.869612989364171632e-03
7.111632653061224829e+00 3.742185287851296921e-02 1.855360067801921971e-03
7.236938775510203925e+00 3.752670256468595977e-02 1.841196326609160962e-03
7.362244897959183021e+00 3.763216009879327695e-02 1.827126115581344289e-03
7.487551020408163893e+00 3.773819927282973108e-02 1.813153529856537842e-03
7.612857142857142989e+00 3.784479459589940725e-02 1.799282423925338764e-03
7.738163265306122085e+00 3.795192127063327231e-02 1.785516425024646133e-03
7.863469387755102957e+00 3.805955517039659453e-02 1.771858945919758824e-03
7.988775510204082053e+00 3.816767281730472361e-02 1.758313197082883713e-03
8.114081632653061149e+00 3.827625136105691772e-02 1.744882198279633281e-03
8.239387755102040245e+00 3.838526855858929304e-02 1.731568789577167707e-03
8.364693877551021117e+00 3.849470275454167784e-02 1.718375641790028090e-03
8.490000000000000213e+00 3.860453286252705368e-02 1.705305266380837802e-03
