#  Data for: empty_60SDS_micelle_CHARMM36_TIP3P_10fsSF_307K 
#  Bond: omega 
#  Relaxation experiment: T2 
#  Magnetic field [T], Average T2 SRT [s], Error SRT [s]
2.350000000000000089e+00 5.811253580452125922e-01 4.439774677721107163e-03
2.475306122448979629e+00 5.811391860871569781e-01 4.436240719856198236e-03
2.600612244897959169e+00 5.811537153303162340e-01 4.432529056709024785e-03
2.725918367346938709e+00 5.811689432423811086e-01 4.428640557599391320e-03
2.851224489795918693e+00 5.811848671775111663e-01 4.424576130573384947e-03
2.976530612244897789e+00 5.812014843779266249e-01 4.420336721822325406e-03
3.101836734693877773e+00 5.812187919755590348e-01 4.415923315079924374e-03
3.227142857142857313e+00 5.812367869937594689e-01 4.411336930999302901e-03
3.352448979591836853e+00 5.812554663490617779e-01 4.406578626509002200e-03
3.477755102040816393e+00 5.812748268529978057e-01 4.401649494150419034e-03
3.603061224489795933e+00 5.812948652139645622e-01 4.396550661396630977e-03
3.728367346938775917e+00 5.813155780391375815e-01 4.391283289952876978e-03
3.853673469387755013e+00 5.813369618364335745e-01 4.385848575041061126e-03
3.978979591836734997e+00 5.813590130165140479e-01 4.380247744667744442e-03
4.104285714285714093e+00 5.813817278948317790e-01 4.374482058876504216e-03
4.229591836734694077e+00 5.814051026937168132e-01 4.368552808987190977e-03
4.354897959183674061e+00 5.814291335444984332e-01 4.362461316820295462e-03
4.480204081632653157e+00 5.814538164896618788e-01 4.356208933909658243e-03
4.605510204081632253e+00 5.814791474850375952e-01 4.349797040702902719e-03
4.730816326530612237e+00 5.815051224020191256e-01 4.343227045751580327e-03
4.856122448979592221e+00 5.815317370298095367e-01 4.336500384890817211e-03
4.981428571428571317e+00 5.815589870776906034e-01 4.329618520410126806e-03
5.106734693877551301e+00 5.815868681773171955e-01 4.322582940215968610e-03
5.232040816326531285e+00 5.816153758850295397e-01 4.315395156987102653e-03
5.357346938775510381e+00 5.816445056841829109e-01 4.308056707323347674e-03
5.482653061224489477e+00 5.816742529874951995e-01 4.300569150888949518e-03
5.607959183673469461e+00 5.817046131394033592e-01 4.292934069550845104e-03
5.733265306122449445e+00 5.817355814184339557e-01 4.285153066513811698e-03
5.858571428571428541e+00 5.817671530395804869e-01 4.277227765451838831e-03
5.983877551020408525e+00 5.817993231566860324e-01 4.269159809637982327e-03
6.109183673469388509e+00 5.818320868648308997e-01 4.260950861072456720e-03
6.234489795918367605e+00 5.818654392027208244e-01 4.252602599610407624e-03
6.359795918367346701e+00 5.818993751550752824e-01 4.244116722090093483e-03
6.485102040816327573e+00 5.819338896550120266e-01 4.235494941461955508e-03
6.610408163265306669e+00 5.819689775864271830e-01 4.226738985919538567e-03
6.735714285714285765e+00 5.820046337863696850e-01 4.217850598033262219e-03
6.861020408163264861e+00 5.820408530474039388e-01 4.208831533887376700e-03
6.986326530612245733e+00 5.820776301199644953e-01 4.199683562220896636e-03
7.111632653061224829e+00 5.821149597146960675e-01 4.190408463573806579e-03
7.236938775510203925e+00 5.821528365047802245e-01 4.181008029438025748e-03
7.362244897959183021e+00 5.821912551282441006e-01 4.171484061414980349e-03
7.487551020408163893e+00 5.822302101902531168e-01 4.161838370379855427e-03
7.612857142857142989e+00 5.822696962653820529e-01 4.152072775653334671e-03
7.738163265306122085e+00 5.823097078998659137e-01 4.142189104181037175e-03
7.863469387755102957e+00 5.823502396138268145e-01 4.132189189721936599e-03
7.988775510204082053e+00 5.823912859034783285e-01 4.122074872045479975e-03
8.114081632653061149e+00 5.824328412433016355e-01 4.111847996138830348e-03
8.239387755102040245e+00 5.824749000881960237e-01 4.101510411423880259e-03
8.364693877551021117e+00 5.825174568756015248e-01 4.091063970985244283e-03
8.490000000000000213e+00 5.825605060275896863e-01 4.080510530809097931e-03
