#  Data for: empty_60SDS_Na_DESAmber_TIP4P_293K_10fsSF 
#  Bond: omega 
#  Relaxation experiment: T2 
#  Magnetic field [T], Average T2 SRT [s], Error SRT [s]
2.350000000000000089e+00 5.993695982831220848e-02 1.464197616715777993e-02
2.475306122448979629e+00 6.030584082500189957e-02 1.458124198862331168e-02
2.600612244897959169e+00 6.068376112133127415e-02 1.452125266271824498e-02
2.725918367346938709e+00 6.107000969100562920e-02 1.446217816641958386e-02
2.851224489795918693e+00 6.146390980960127898e-02 1.440417098777132220e-02
2.976530612244897789e+00 6.186481659902878100e-02 1.434736848537396595e-02
3.101836734693877773e+00 6.227211505129977981e-02 1.429189479839014336e-02
3.227142857142857313e+00 6.268521845247111701e-02 1.423786237349857278e-02
3.352448979591836853e+00 6.310356712505604815e-02 1.418537317603837770e-02
3.477755102040816393e+00 6.352662741236990429e-02 1.413451964818952106e-02
3.603061224489795933e+00 6.395389083761998661e-02 1.408538546984871263e-02
3.728367346938775917e+00 6.438487338160948925e-02 1.403804616953407448e-02
3.853673469387755013e+00 6.481911483413417552e-02 1.399256962424663339e-02
3.978979591836734997e+00 6.525617818458652464e-02 1.394901647936440219e-02
4.104285714285714093e+00 6.569564902646519988e-02 1.390744051267663907e-02
4.229591836734694077e+00 6.613713495823687893e-02 1.386788896071560785e-02
4.354897959183674061e+00 6.658026496931147842e-02 1.383040282061841729e-02
4.480204081632653157e+00 6.702468880487338909e-02 1.379501713678650369e-02
4.605510204081632253e+00 6.747007630711911175e-02 1.376176127850170516e-02
4.730816326530612237e+00 6.791611673325825826e-02 1.373065921228553213e-02
4.856122448979592221e+00 6.836251805261535364e-02 1.370172977103270746e-02
4.981428571428571317e+00 6.880900622648154774e-02 1.367498692069680361e-02
5.106734693877551301e+00 6.925532447515410361e-02 1.365044002445421623e-02
5.232040816326531285e+00 6.970123253698352894e-02 1.362809410373298953e-02
5.357346938775510381e+00 7.014650592432830623e-02 1.360795009519099978e-02
5.482653061224489477e+00 7.059093518117724730e-02 1.359000510260082242e-02
5.607959183673469461e+00 7.103432514690553867e-02 1.357425264259588121e-02
5.733265306122449445e+00 7.147649423023615112e-02 1.356068288331387789e-02
5.858571428571428541e+00 7.191727369702392847e-02 1.354928287510734700e-02
5.983877551020408525e+00 7.235650697499722284e-02 1.354003677265355754e-02
6.109183673469388509e+00 7.279404897810394515e-02 1.353292604796882750e-02
6.234489795918367605e+00 7.322976545263311376e-02 1.352792969400325347e-02
6.359795918367346701e+00 7.366353234683054030e-02 1.352502441865103579e-02
6.485102040816327573e+00 7.409523520530757190e-02 1.352418482915499626e-02
6.610408163265306669e+00 7.452476858915728364e-02 1.352538360700677837e-02
6.735714285714285765e+00 7.495203552234806776e-02 1.352859167354637619e-02
6.861020408163264861e+00 7.537694696465978283e-02 1.353377834654579878e-02
6.986326530612245733e+00 7.579942131116117199e-02 1.354091148812288682e-02
7.111632653061224829e+00 7.621938391799913670e-02 1.354995764437427058e-02
7.236938775510203925e+00 7.663676665407792576e-02 1.356088217714315237e-02
7.362244897959183021e+00 7.705150747804496991e-02 1.357364938835066252e-02
7.487551020408163893e+00 7.746355003987102916e-02 1.358822263732059610e-02
7.612857142857142989e+00 7.787284330620843076e-02 1.360456445151952444e-02
7.738163265306122085e+00 7.827934120863226652e-02 1.362263663111838372e-02
7.863469387755102957e+00 7.868300231381136767e-02 1.364240034776129790e-02
7.988775510204082053e+00 7.908378951461746131e-02 1.366381623790246733e-02
8.114081632653061149e+00 7.948166974115684902e-02 1.368684449104541449e-02
8.239387755102040245e+00 7.987661369070010731e-02 1.371144493319052630e-02
8.364693877551021117e+00 8.026859557548782220e-02 1.373757710576961263e-02
8.490000000000000213e+00 8.065759288740136090e-02 1.376520034031816775e-02
