#  Data for: empty_60SDS_micelle_CHARMM36_TIP3P_10fsSF 
#  Bond: gamma 
#  Relaxation experiment: T2 
#  Magnetic field [T], Average T2 SRT [s], Error SRT [s]
2.350000000000000089e+00 4.625880845408842507e-02 5.358965244025417317e-03
2.475306122448979629e+00 4.642145157694727020e-02 5.266263645343241713e-03
2.600612244897959169e+00 4.657956279775891245e-02 5.177867564409937250e-03
2.725918367346938709e+00 4.673309592085397868e-02 5.093729510830236583e-03
2.851224489795918693e+00 4.688206070693903826e-02 5.013764192681869139e-03
2.976530612244897789e+00 4.702651289084908842e-02 4.937856757913521022e-03
3.101836734693877773e+00 4.716654523170161345e-02 4.865870041602193483e-03
3.227142857142857313e+00 4.730227959248003294e-02 4.797650838740382361e-03
3.352448979591836853e+00 4.743386002616323954e-02 4.733035243165590114e-03
3.477755102040816393e+00 4.756144682364036452e-02 4.671853112762464413e-03
3.603061224489795933e+00 4.768521146022392659e-02 4.613931735718305657e-03
3.728367346938775917e+00 4.780533236464857422e-02 4.559098781460765165e-03
3.853673469387755013e+00 4.792199142719841265e-02 4.507184623356004852e-03
3.978979591836734997e+00 4.803537116130754403e-02 4.458024119294427302e-03
4.104285714285714093e+00 4.814565243454735355e-02 4.411457932104356945e-03
4.229591836734694077e+00 4.825301268924150899e-02 4.367333465406301324e-03
4.354897959183674061e+00 4.835762457905016382e-02 4.325505482975563511e-03
4.480204081632653157e+00 4.845965495494314323e-02 4.285836471637053530e-03
4.605510204081632253e+00 4.855926414142808234e-02 4.248196799697129787e-03
4.730816326530612237e+00 4.865660545128347447e-02 4.212464715276768336e-03
4.856122448979592221e+00 4.875182489407629133e-02 4.178526221868783010e-03
4.981428571428571317e+00 4.884506104024335937e-02 4.146274862114726102e-03
5.106734693877551301e+00 4.893644500839151174e-02 4.115611435227731381e-03
5.232040816326531285e+00 4.902610054868983963e-02 4.086443668666003143e-03
5.357346938775510381e+00 4.911414419979606011e-02 4.058685860548492952e-03
5.482653061224489477e+00 4.920068550071116098e-02 4.032258505837531953e-03
5.607959183673469461e+00 4.928582724234154000e-02 4.007087916425231162e-03
5.733265306122449445e+00 4.936966574642002309e-02 3.983105842878549747e-03
5.858571428571428541e+00 4.945229116185825141e-02 3.960249103652862222e-03
5.983877551020408525e+00 4.953378777062581589e-02 3.938459226010995566e-03
6.109183673469388509e+00 4.961423429693443549e-02 3.917682101624447161e-03
6.234489795918367605e+00 4.969370421489327505e-02 3.897867658834722193e-03
6.359795918367346701e+00 4.977226605094230844e-02 3.878969552769165417e-03
6.485102040816327573e+00 4.984998367830000693e-02 3.860944873899077503e-03
6.610408163265306669e+00 4.992691660141557186e-02 3.843753875164955362e-03
6.735714285714285765e+00 5.000312022902287518e-02 3.827359717446524295e-03
6.861020408163264861e+00 5.007864613487806454e-02 3.811728232901151828e-03
6.986326530612245733e+00 5.015354230564716964e-02 3.796827705513756371e-03
7.111632653061224829e+00 5.022785337571134684e-02 3.782628668078866652e-03
7.236938775510203925e+00 5.030162084889131663e-02 3.769103714758690812e-03
7.362244897959183021e+00 5.037488330727048907e-02 3.756227328318717702e-03
7.487551020408163893e+00 5.044767660743051246e-02 3.743975721127120772e-03
7.612857142857142989e+00 5.052003406451036072e-02 3.732326689008880986e-03
7.738163265306122085e+00 5.059198662456839551e-02 3.721259477064401203e-03
7.863469387755102957e+00 5.066356302577302434e-02 3.710754656592616350e-03
7.988775510204082053e+00 5.073478994897465816e-02 3.700794012294941412e-03
8.114081632653061149e+00 5.080569215822442614e-02 3.691360438978368280e-03
8.239387755102040245e+00 5.087629263180778322e-02 3.682437847019890634e-03
8.364693877551021117e+00 5.094661268435456830e-02 3.674011075900023276e-03
8.490000000000000213e+00 5.101667208057372033e-02 3.666065815158417798e-03
