#  Data for: empty_60SDS_micelle_CHARMM36_TIP3P_10fsSF_307K 
#  Bond: alpha 
#  Relaxation experiment: T1 
#  Magnetic field [T], Average T1 SRT [s], Error SRT [s]
2.350000000000000089e+00 4.195773265491010290e-02 1.313473225861125273e-03
2.475306122448979629e+00 4.211086964928475312e-02 1.290027022131508012e-03
2.600612244897959169e+00 4.227082342313617097e-02 1.265905305770276832e-03
2.725918367346938709e+00 4.243744542969840605e-02 1.241174404928842680e-03
2.851224489795918693e+00 4.261058487696977454e-02 1.215900615847979177e-03
2.976530612244897789e+00 4.279008921733885168e-02 1.190149909406839268e-03
3.101836734693877773e+00 4.297580461770823118e-02 1.163987655211762241e-03
3.227142857142857313e+00 4.316757640800311657e-02 1.137478364609466677e-03
3.352448979591836853e+00 4.336524950633353220e-02 1.110685453705371811e-03
3.477755102040816393e+00 4.356866881944937431e-02 1.083671027172017701e-03
3.603061224489795933e+00 4.377767961748545850e-02 1.056495683350511553e-03
3.728367346938775917e+00 4.399212788232979149e-02 1.029218340881814676e-03
3.853673469387755013e+00 4.421186062926368149e-02 1.001896086857928352e-03
3.978979591836734997e+00 4.443672620181018940e-02 9.745840462568588223e-04
4.104285714285714093e+00 4.466657453998936628e-02 9.473352722214412394e-04
4.229591836734694077e+00 4.490125742241054402e-02 9.202006565603768453e-04
4.354897959183674061e+00 4.514062868283560959e-02 8.932288596908778732e-04
4.480204081632653157e+00 4.538454440202103340e-02 8.664662591047832913e-04
4.605510204081632253e+00 4.563286307579276363e-02 8.399569153229477459e-04
4.730816326530612237e+00 4.588544576042604545e-02 8.137425542045674401e-04
4.856122448979592221e+00 4.614215619649574690e-02 7.878625643965316396e-04
4.981428571428571317e+00 4.640286091243092659e-02 7.623540086411983519e-04
5.106734693877551301e+00 4.666742930905475734e-02 7.372516476057746357e-04
5.232040816326531285e+00 4.693573372641699631e-02 7.125879748510705134e-04
5.357346938775510381e+00 4.720764949423589263e-02 6.883932615180480283e-04
5.482653061224489477e+00 4.748305496725893637e-02 6.646956092755627052e-04
5.607959183673469461e+00 4.776183154683207727e-02 6.415210100385088012e-04
5.733265306122449445e+00 4.804386368993505269e-02 6.188934109308919873e-04
5.858571428571428541e+00 4.832903890689912302e-02 5.968347829306423812e-04
5.983877551020408525e+00 4.861724774897459994e-02 5.753651915917579662e-04
6.109183673469388509e+00 4.890838378686027804e-02 5.545028681945500092e-04
6.234489795918367605e+00 4.920234358124788571e-02 5.342642796274761283e-04
6.359795918367346701e+00 4.949902664637121502e-02 5.146641952583394086e-04
6.485102040816327573e+00 4.979833540748616200e-02 4.957157490131246149e-04
6.610408163265306669e+00 5.010017515314163505e-02 4.774304948570587469e-04
6.735714285714285765e+00 5.040445398303685515e-02 4.598184538757869107e-04
6.861020408163264861e+00 5.071108275219613631e-02 4.428881512008730624e-04
6.986326530612245733e+00 5.101997501212935521e-02 4.266466411326014707e-04
7.111632653061224829e+00 5.133104694958593589e-02 4.110995190073367302e-04
7.236938775510203925e+00 5.164421732345222948e-02 3.962509186618593210e-04
7.362244897959183021e+00 5.195940740028631016e-02 3.821034947884327840e-04
7.487551020408163893e+00 5.227654088893259748e-02 3.686583900749553075e-04
7.612857142857142989e+00 5.259554387460932401e-02 3.559151877985331229e-04
7.738163265306122085e+00 5.291634475281584149e-02 3.438718514892242237e-04
7.863469387755102957e+00 5.323887416336482020e-02 3.325246543839006940e-04
7.988775510204082053e+00 5.356306492480455289e-02 3.218681026008513198e-04
8.114081632653061149e+00 5.388885196946077705e-02 3.118948572048641172e-04
8.239387755102040245e+00 5.421617227929455968e-02 3.025956614882082969e-04
8.364693877551021117e+00 5.454496482274264618e-02 2.939592807237362444e-04
8.490000000000000213e+00 5.487517049267955777e-02 2.859724621972244553e-04
