#  Data for: empty_60SDS_micelle_CHARMM36_OPC_10fsSF_307K 
#  Bond: omega 
#  Relaxation experiment: T2 
#  Magnetic field [T], Average T2 SRT [s], Error SRT [s]
2.350000000000000089e+00 3.896094229275610665e-01 6.181023475097333075e-02
2.475306122448979629e+00 3.899213284339685948e-01 6.183208287574677026e-02
2.600612244897959169e+00 3.902372241841705613e-01 6.185641432377460280e-02
2.725918367346938709e+00 3.905565574839513499e-01 6.188299004226907596e-02
2.851224489795918693e+00 3.908787765130368741e-01 6.191160930168691096e-02
2.976530612244897789e+00 3.912033429090849279e-01 6.194209995998183754e-02
3.101836734693877773e+00 3.915297398739461809e-01 6.197431152404499211e-02
3.227142857142857313e+00 3.918574771380974320e-01 6.200811014684864952e-02
3.352448979591836853e+00 3.921860937160535077e-01 6.204337498204392370e-02
3.477755102040816393e+00 3.925151591149247943e-01 6.207999550192520172e-02
3.603061224489795933e+00 3.928442734718524676e-01 6.211786950654824002e-02
3.728367346938775917e+00 3.931730669646755771e-01 6.215690163371419968e-02
3.853673469387755013e+00 3.935011987458179039e-01 6.219700223536128725e-02
3.978979591836734997e+00 3.938283555805665581e-01 6.223808652441809031e-02
4.104285714285714093e+00 3.941542503201890812e-01 6.228007392301421197e-02
4.229591836734694077e+00 3.944786203026808824e-01 6.232288756182906286e-02
4.354897959183674061e+00 3.948012257459107555e-01 6.236645389375758408e-02
4.480204081632653157e+00 3.951218481770945590e-01 6.241070239464441977e-02
4.605510204081632253e+00 3.954402889271044774e-01 6.245556533073407662e-02
4.730816326530612237e+00 3.957563677068138830e-01 6.250097757748218630e-02
4.856122448979592221e+00 3.960699212744824282e-01 6.254687647802779915e-02
4.981428571428571317e+00 3.963808021973764251e-01 6.259320173231811002e-02
5.106734693877551301e+00 3.966888777067914540e-01 6.263989530987995602e-02
5.232040816326531285e+00 3.969940286429721188e-01 6.268690138073876317e-02
5.357346938775510381e+00 3.972961484847474245e-01 6.273416626013031405e-02
5.482653061224489477e+00 3.975951424577638948e-01 6.278163836353352345e-02
5.607959183673469461e+00 3.978909267147876516e-01 6.282926816924364055e-02
5.733265306122449445e+00 3.981834275815052671e-01 6.287700818624984700e-02
5.858571428571428541e+00 3.984725808614684173e-01 6.292481292562317197e-02
5.983877551020408525e+00 3.987583311941974018e-01 6.297263887397631932e-02
6.109183673469388509e+00 3.990406314609303284e-01 6.302044446785283471e-02
6.234489795918367605e+00 3.993194422330130777e-01 6.306819006814659567e-02
6.359795918367346701e+00 3.995947312584576250e-01 6.311583793385909524e-02
6.485102040816327573e+00 3.998664729827050013e-01 6.316335219467107687e-02
6.610408163265306669e+00 4.001346481001180067e-01 6.321069882195368139e-02
6.735714285714285765e+00 4.003992431331753754e-01 6.325784559796147899e-02
6.861020408163264861e+00 4.006602500367482111e-01 6.330476208305597929e-02
6.986326530612245733e+00 4.009176658252008862e-01 6.335141958088928715e-02
7.111632653061224829e+00 4.011714922203750699e-01 6.339779110155029096e-02
7.236938775510203925e+00 4.014217353187972681e-01 6.344385132273008820e-02
7.362244897959183021e+00 4.016684052766821278e-01 6.348957654901137004e-02
7.487551020408163893e+00 4.019115160115111496e-01 6.353494466941954355e-02
7.612857142857142989e+00 4.021510849191338166e-01 6.357993511340145898e-02
7.738163265306122085e+00 4.023871326054814790e-01 6.362452880541706601e-02
7.863469387755102957e+00 4.026196826321012945e-01 6.366870811834104971e-02
7.988775510204082053e+00 4.028487612748150593e-01 6.371245682587967085e-02
8.114081632653061149e+00 4.030743972948845344e-01 6.375576005420989512e-02
8.239387755102040245e+00 4.032966217221303773e-01 6.379860423304774264e-02
8.364693877551021117e+00 4.035154676495000259e-01 6.384097704634666970e-02
8.490000000000000213e+00 4.037309700386209066e-01 6.388286738282084043e-02
