#  Data for: empty_60SDS_micelle_CHARMM36_OPC_10fsSF_307K 
#  Bond: alpha 
#  Relaxation experiment: T2 
#  Magnetic field [T], Average T2 SRT [s], Error SRT [s]
2.350000000000000089e+00 2.776155911629951678e-02 2.925510581429497086e-03
2.475306122448979629e+00 2.782268581852698208e-02 2.920455044796563780e-03
2.600612244897959169e+00 2.788639569672192453e-02 2.915228683558177252e-03
2.725918367346938709e+00 2.795261453820682696e-02 2.909842035935116152e-03
2.851224489795918693e+00 2.802126764036181814e-02 2.904305505565384950e-03
2.976530612244897789e+00 2.809228008004695590e-02 2.898629316006109090e-03
3.101836734693877773e+00 2.816557696539361347e-02 2.892823470384283703e-03
3.227142857142857313e+00 2.824108366906641007e-02 2.886897716256907765e-03
3.352448979591836853e+00 2.831872604240875946e-02 2.880861515655465995e-03
3.477755102040816393e+00 2.839843061017514533e-02 2.874724020213252889e-03
3.603061224489795933e+00 2.848012474581843034e-02 2.868494051207149710e-03
3.728367346938775917e+00 2.856373682753852658e-02 2.862180084288823943e-03
3.853673469387755013e+00 2.864919637550722431e-02 2.855790238633696982e-03
3.978979591836734997e+00 2.873643417086450477e-02 2.849332270199635662e-03
4.104285714285714093e+00 2.882538235723116141e-02 2.842813568760335294e-03
4.229591836734694077e+00 2.891597452560538961e-02 2.836241158360354540e-03
4.354897959183674061e+00 2.900814578360555104e-02 2.829621700829065400e-03
4.480204081632653157e+00 2.910183281009150538e-02 2.822961501988381118e-03
4.605510204081632253e+00 2.919697389624322306e-02 2.816266520193101697e-03
4.730816326530612237e+00 2.929350897420135783e-02 2.809542376852334003e-03
4.856122448979592221e+00 2.939137963438135173e-02 2.802794368594538951e-03
4.981428571428571317e+00 2.949052913256404104e-02 2.796027480756622420e-03
5.106734693877551301e+00 2.959090238784278792e-02 2.789246401898013566e-03
5.232040816326531285e+00 2.969244597247324216e-02 2.782455539063530443e-03
5.357346938775510381e+00 2.979510809462833712e-02 2.775659033542686623e-03
5.482653061224489477e+00 2.989883857501072703e-02 2.768860776897928960e-03
5.607959183673469461e+00 3.000358881821868842e-02 2.762064427059143096e-03
5.733265306122449445e+00 3.010931177970195896e-02 2.755273424306294884e-03
5.858571428571428541e+00 3.021596192908185263e-02 2.748491006986015107e-03
5.983877551020408525e+00 3.032349521054708216e-02 2.741720226830701365e-03
6.109183673469388509e+00 3.043186900097367975e-02 2.734963963770477898e-03
6.234489795918367605e+00 3.054104206635557470e-02 2.728224940148347207e-03
6.359795918367346701e+00 3.065097451707197995e-02 2.721505734267697357e-03
6.485102040816327573e+00 3.076162776246006703e-02 2.714808793218257549e-03
6.610408163265306669e+00 3.087296446510583506e-02 2.708136444941992415e-03
6.735714285714285765e+00 3.098494849521457248e-02 2.701490909514209574e-03
6.861020408163264861e+00 3.109754488537302616e-02 2.694874309627270752e-03
6.986326530612245733e+00 3.121071978597064756e-02 2.688288680274883349e-03
7.111632653061224829e+00 3.132444042150503427e-02 2.681735977644120368e-03
7.236938775510203925e+00 3.143867504795908041e-02 2.675218087230034000e-03
7.362244897959183021e+00 3.155339291140198815e-02 2.668736831194229442e-03
7.487551020408163893e+00 3.166856420793555393e-02 2.662293974993974917e-03
7.612857142857142989e+00 3.178416004507837039e-02 2.655891233312794933e-03
7.738163265306122085e+00 3.190015240465626789e-02 2.649530275326577276e-03
7.863469387755102957e+00 3.201651410724436903e-02 2.643212729341719650e-03
7.988775510204082053e+00 3.213321877818752642e-02 2.636940186843464689e-03
8.114081632653061149e+00 3.225024081520832392e-02 2.630714205993484565e-03
8.239387755102040245e+00 3.236755535759771457e-02 2.624536314616174922e-03
8.364693877551021117e+00 3.248513825697064983e-02 2.618408012713062828e-03
8.490000000000000213e+00 3.260296604955890271e-02 2.612330774544097643e-03
