#  Data for: empty_60SDS_micelle_CHARMM36_OPC_10fsSF_293K 
#  Bond: gamma 
#  Relaxation experiment: T1 
#  Magnetic field [T], Average T1 SRT [s], Error SRT [s]
2.350000000000000089e+00 3.069299193505881443e-02 1.402189723563330211e-03
2.475306122448979629e+00 3.074920262847702368e-02 1.396039317426351007e-03
2.600612244897959169e+00 3.080820290721059465e-02 1.389606019572309963e-03
2.725918367346938709e+00 3.086997374951497286e-02 1.382895074274317036e-03
2.851224489795918693e+00 3.093449535997995839e-02 1.375911912863119358e-03
2.976530612244897789e+00 3.100174719142492763e-02 1.368662144468254073e-03
3.101836734693877773e+00 3.107170796738055116e-02 1.361151546567980226e-03
3.227142857142857313e+00 3.114435570510583687e-02 1.353386055375343892e-03
3.352448979591836853e+00 3.121966773908886605e-02 1.345371756087624087e-03
3.477755102040816393e+00 3.129762074497952073e-02 1.337114873026399361e-03
3.603061224489795933e+00 3.137819076390272605e-02 1.328621759695146082e-03
3.728367346938775917e+00 3.146135322710041232e-02 1.319898888780918341e-03
3.853673469387755013e+00 3.154708298085159845e-02 1.310952842126276692e-03
3.978979591836734997e+00 3.163535431161969974e-02 1.301790300697024724e-03
4.104285714285714093e+00 3.172614097137761713e-02 1.292418034570667548e-03
4.229591836734694077e+00 3.181941620306150131e-02 1.282842892969839966e-03
4.354897959183674061e+00 3.191515276610532720e-02 1.273071794364111350e-03
4.480204081632653157e+00 3.201332296200957300e-02 1.263111716662654706e-03
4.605510204081632253e+00 3.211389865989838083e-02 1.252969687519458293e-03
4.730816326530612237e+00 3.221685132202119911e-02 1.242652774771624584e-03
4.856122448979592221e+00 3.232215202915596219e-02 1.232168077030362839e-03
4.981428571428571317e+00 3.242977150587295770e-02 1.221522714443113236e-03
5.106734693877551301e+00 3.253968014561967048e-02 1.210723819644187295e-03
5.232040816326531285e+00 3.265184803558888321e-02 1.199778528910122816e-03
5.357346938775510381e+00 3.276624498133404867e-02 1.188693973534753028e-03
5.482653061224489477e+00 3.288284053109765542e-02 1.177477271437848451e-03
5.607959183673469461e+00 3.300160399982022402e-02 1.166135519019986496e-03
5.733265306122449445e+00 3.312250449279953435e-02 1.154675783275006242e-03
5.858571428571428541e+00 3.324551092897146121e-02 1.143105094170403409e-03
5.983877551020408525e+00 3.337059206378584914e-02 1.131430437304574823e-03
6.109183673469388509e+00 3.349771651165260600e-02 1.119658746848873482e-03
6.234489795918367605e+00 3.362685276793535988e-02 1.107796898781153103e-03
6.359795918367346701e+00 3.375796923047171688e-02 1.095851704416294725e-03
6.485102040816327573e+00 3.389103422060116277e-02 1.083829904238351209e-03
6.610408163265306669e+00 3.402601600368350410e-02 1.071738162037463556e-03
6.735714285714285765e+00 3.416288280909260400e-02 1.059583059354099336e-03
6.861020408163264861e+00 3.430160284967179868e-02 1.047371090231789988e-03
6.986326530612245733e+00 3.444214434063955915e-02 1.035108656278822164e-03
7.111632653061224829e+00 3.458447551793501079e-02 1.022802062038314979e-03
7.236938775510203925e+00 3.472856465599539338e-02 1.010457510665234470e-03
7.362244897959183021e+00 3.487438008495829384e-02 9.980810999081250138e-04
7.487551020408163893e+00 3.502189020728385671e-02 9.856788183924321961e-04
7.612857142857142989e+00 3.517106351379301749e-02 9.732565422017903358e-04
7.738163265306122085e+00 3.532186859911951027e-02 9.608200317526397220e-04
7.863469387755102957e+00 3.547427417657487286e-02 9.483749289572375061e-04
7.988775510204082053e+00 3.562824909242671284e-02 9.359267546692642652e-04
8.114081632653061149e+00 3.578376233959183056e-02 9.234809064058935530e-04
8.239387755102040245e+00 3.594078307074702328e-02 9.110426563395881841e-04
8.364693877551021117e+00 3.609928061086140755e-02 8.986171495524754305e-04
8.490000000000000213e+00 3.625922446915513103e-02 8.862094025458079919e-04
